English,Old ES,New ES,Old FR,New FR,ES Changed,FR Changed
Ideal Loads Supply Air Latent Cooling Energy,Energía de Enfriamiento Latente del Aire de Suministro de Cargas,Cargas Ideales: Energía de Enfriamiento Latente del Aire de Suministro,Énergie de refroidissement latent de l&apos;air de soufflage des charges idéales,Charges Idéales: Énergie de Refroidissement Latent de l'Air Soufflé,Y,Y
Ideal Loads Supply Air Latent Cooling Rate,Tasa de Enfriamiento Latente del Aire de Suministro de Cargas,Cargas Ideales: Tasa de Enfriamiento Latente del Aire de Suministro,Débit de refroidissement latent de l&apos;air soufflé à charge idéale,Charges Idéales: Puissance de Refroidissement Latent de l'Air Soufflé,Y,Y
Ideal Loads Supply Air Latent Heating Energy,Energía de Calefacción Latente del Aire de Suministro de Cargas,Cargas Ideales: Energía de Calentamiento Latente del Aire de Suministro,Énergie de chauffage latent de l&apos;air de soufflage des charges idéales,Charges Idéales: Énergie de Chauffage Latent de l'Air Soufflé,Y,Y
Ideal Loads Supply Air Latent Heating Rate,Tasa de Calefacción Latente del Aire de Suministro de Cargas,Cargas Ideales: Velocidad de Calentamiento Latente del Aire de Suministro,Débit de chaleur sensible de l&apos;air de soufflage des charges idéales,Charges Idéales : Débit de Chaleur Latente de l'Air Soufflé,Y,Y
Ideal Loads Supply Air Mass Flow Rate,Caudal Másico del Aire de Suministro de Cargas,Cargas Ideales: Flujo Másico de Aire de Suministro,Débit massique d&apos;air soufflé Ideal Loads,Charges Idéales: Débit Massique d'Air Soufflé,Y,Y
Ideal Loads Supply Air Sensible Cooling Energy,Energía de Enfriamiento Sensible del Aire de Suministro de Cargas,Cargas Ideales: Energía de Enfriamiento Sensible del Aire de Suministro,Énergie de refroidissement sensible de l&apos;air soufflé avec charges idéales,Charges Idéales: Énergie de Refroidissement Sensible de l'Air Soufflé,Y,Y
Ideal Loads Supply Air Sensible Cooling Rate,Tasa de Enfriamiento Sensible del Aire de Suministro de Cargas,Cargas Ideales: Tasa de Enfriamiento Sensible del Aire de Suministro,Débit de refroidissement sensible de l&apos;air soufflé des charges idéales,Charges Idéales : Débit de Refroidissement Sensible de l'Air Soufflé,Y,Y
Ideal Loads Supply Air Sensible Heating Energy,Energía de Calefacción Sensible del Aire de Suministro de Cargas,Cargas Ideales: Energía de Calentamiento Sensible del Aire de Suministro,Énergie de Chauffage Sensible de l&apos;Air Soufflé par les Charges Idéales,Ideal Loads: Énergie de chauffage sensible de l'air soufflé,Y,Y
Ideal Loads Supply Air Sensible Heating Rate,Tasa de Calefacción Sensible del Aire de Suministro de Cargas,Cargas Ideales: Velocidad de Calentamiento Sensible del Aire de Suministro,Débit de chaleur sensible du courant de soufflage des charges idéales,Charge Idéale: Puissance Sensible de Chauffage de l'Air Soufflé,Y,Y
Ideal Loads Supply Air Standard Density Volume Flow Rate,Caudal Volumétrico a Densidad Estándar del Aire de Suministro de Cargas,Cargas Ideales: Flujo Volumétrico de Aire de Suministro a Densidad Estándar,Débit volumique à densité standard de l&apos;air de soufflage des charges idéales,Charges Idéales: Débit volumique air soufflé à densité standard,Y,Y
Ideal Loads Supply Air Total Cooling Energy,Energía Total de Enfriamiento del Aire de Suministro de Cargas,Cargas Ideales: Energía Total de Enfriamiento del Aire de Suministro,Énergie totale de refroidissement de l&apos;air soufflé aux charges idéales,Ideal Loads: Énergie Totale Refroidissement Air Soufflé,Y,Y
Ideal Loads Supply Air Total Cooling Fuel Energy,Energía de Combustible Total de Enfriamiento del Aire de Suministro de Cargas,Cargas Ideales: Energía de Combustible de Enfriamiento Total del Aire de Suministro,Énergie Thermique Totale de Refroidissement de l&apos;Air Soufflé des Charges Idéales,Charges Idéales : Énergie Combustible Refroidissement Air Soufflé Total,Y,Y
Ideal Loads Supply Air Total Cooling Fuel Energy Rate,Tasa de Energía de Combustible Total de Enfriamiento del Aire de Suministro de Cargas,Cargas Ideales: Tasa de Energía de Combustible de Enfriamiento de Aire de Suministro Total,Débit d&apos;énergie thermique total du refroidissement de l&apos;air soufflé à charges idéales,Charges Idéales : Puissance Énergétique Totale de Refroidissement de l'Air Soufflé,Y,Y
Ideal Loads Supply Air Total Cooling Rate,Tasa Total de Enfriamiento del Aire de Suministro de Cargas,Cargas Ideales: Tasa Total de Enfriamiento del Aire de Suministro,Débit de refroidissement total de l&apos;air soufflé des charges idéales,Ideal Loads: Débit de refroidissement total de l'air soufflé,Y,Y
Ideal Loads Supply Air Total Heating Energy,Energía Total de Calefacción del Aire de Suministro de Cargas,Cargas Ideales: Energía Total de Calentamiento del Aire de Suministro,Énergie de Chauffage Totale de l&apos;Air Soufflé des Charges Idéales,Charges Idéales: Énergie Totale de Chauffage de l'Air Soufflé,Y,Y
Ideal Loads Supply Air Total Heating Fuel Energy,Energía de Combustible Total de Calefacción del Aire de Suministro de Cargas,Cargas Ideales: Energía de Combustible de Calentamiento del Aire de Suministro Total,Énergie thermique totale du combustible de l&apos;air soufflé de la charge idéale,Charges Idéales: Énergie Totale de Combustible pour le Chauffage de l'Air Soufflé,Y,Y
Ideal Loads Supply Air Total Heating Fuel Energy Rate,Tasa de Energía de Combustible Total de Calefacción del Aire de Suministro de Cargas,Cargas Ideales: Tasa de Energía de Combustible para Calentamiento del Aire de Suministro,Débit énergétique total de combustible de chauffage de l&apos;air soufflé des charges idéales,Charges Idéales: Débit Énergétique Combustible Chauffage Air Soufflé Total,Y,Y
Ideal Loads Supply Air Total Heating Rate,Tasa Total de Calefacción del Aire de Suministro de Cargas,Cargas Ideales: Velocidad Total de Calentamiento del Aire de Suministro,Taux de chauffage total de l&apos;air soufflé des charges idéales,Charges Idéales : Puissance Totale de Chauffage de l'Air Soufflé,Y,Y
Ideal Loads Zone Cooling Fuel Energy,Energía de Combustible de Enfriamiento de Zona,Cargas Ideales: Energía de Combustible de Enfriamiento de Zona,Énergie Carburant Refroidissement Zone Charges Idéales,Charges Idéales : Énergie Carburant Refroidissement Zone,Y,Y
Ideal Loads Zone Cooling Fuel Energy Rate,Tasa de Energía de Combustible de Enfriamiento de Zona,Cargas Ideales: Tasa de Energía de Combustible de Enfriamiento de Zona,Débit énergétique du carburant de refroidissement de zone avec charges idéales,Idéal Loads: Débit d'Énergie Combustible de Refroidissement de Zone,Y,Y
Ideal Loads Zone Heating Fuel Energy,Energía de Combustible de Calefacción de Zona,Cargas Ideales: Energía de Combustible para Calefacción de Zona,Énergie de Combustible de Chauffage de Zone à Charges Idéales,Charges Idéales : Énergie de Combustible de Chauffage de Zone,Y,Y
Ideal Loads Zone Heating Fuel Energy Rate,Tasa de Energía de Combustible de Calefacción de Zona,Cargas Ideales: Tasa de Energía de Combustible de Calefacción de la Zona,Débit énergétique du carburant de chauffage de la zone à charges idéales,Ideal Loads: Débit énergétique du combustible de chauffage de zone,Y,Y
Ideal Loads Zone Latent Cooling Energy,Energía de Enfriamiento Latente de Zona,Cargas Ideales: Energía de Enfriamiento Latente de Zona,Énergie de refroidissement sensible idéale de zone,Charges Idéales : Énergie de Refroidissement Latent de Zone,Y,Y
Ideal Loads Zone Latent Cooling Rate,Tasa de Enfriamiento Latente de Zona,Cargas Ideales: Tasa de Enfriamiento Latente de Zona,Débit de refroidissement latent de la zone avec charges idéales,Charges Idéales : Débit de Refroidissement Latent de Zone,Y,Y
Ideal Loads Zone Latent Heating Energy,Energía de Calefacción Latente de Zona,Cargas Ideales: Energía de Calentamiento Latente de Zona,Énergie de Chauffage Latent Zone Charges Idéales,Charges Idéales : Énergie de Chauffage Latent de la Zone,Y,Y
Ideal Loads Zone Latent Heating Rate,Tasa de Calefacción Latente de Zona,Cargas Ideales: Velocidad de Calentamiento Latente de la Zona,Idéal Charges Taux de Chauffage Latent de Zone,Charges Idéales: Puissance de Chauffage Latent de la Zone,Y,Y
Ideal Loads Zone Sensible Cooling Energy,Energía de Enfriamiento Sensible de Zona,Cargas Ideales: Energía Sensible de Enfriamiento de Zona,Énergie de refroidissement sensible de zone à charges idéales,Charges Idéales : Énergie de Refroidissement Sensible de Zone,Y,Y
Ideal Loads Zone Sensible Cooling Rate,Tasa de Enfriamiento Sensible de Zona,Cargas Ideales: Velocidad de Enfriamiento Sensible de Zona,Débit de refroidissement sensible de zone à charges idéales,Charges Idéales : Puissance Sensible de Refroidissement de Zone,Y,Y
Ideal Loads Zone Sensible Heating Energy,Energía de Calefacción Sensible de Zona,Cargas Ideales: Energía de Calefacción Sensible de Zona,Énergie de Chauffage Sensible de Zone à Charge Idéale,Charges Idéales : Énergie de Chauffage Sensible de la Zone,Y,Y
Ideal Loads Zone Sensible Heating Rate,Tasa de Calefacción Sensible de Zona,Cargas Ideales: Velocidad de Calentamiento Sensible de Zona,Débit de chaleur sensible de chauffage de la zone à charges idéales,Charges Idéales : Puissance de Chauffage Sensible de Zone,Y,Y
Ideal Loads Zone Total Cooling Energy,Energía Total de Enfriamiento de Zona,Cargas Ideales: Energía Total de Enfriamiento de Zona,Énergie de refroidissement totale de la zone à charges idéales,Charges Idéales : Énergie Totale de Refroidissement de la Zone,Y,Y
Ideal Loads Zone Total Cooling Rate,Tasa Total de Enfriamiento de Zona,Cargas Ideales: Tasa Total de Enfriamiento de Zona,Débit de refroidissement total de la zone à charge idéale,Charges Idéales : Débit de Refroidissement Total de la Zone,Y,Y
Ideal Loads Zone Total Heating Energy,Energía Total de Calefacción de Zona,Cargas Ideales: Energía Total de Calefacción de la Zona,Énergie Totale de Chauffage de la Zone à Charges Idéales,Charges Idéales : Énergie Totale de Chauffage de la Zone,Y,Y
Ideal Loads Zone Total Heating Rate,Tasa Total de Calefacción de Zona,Cargas Ideales: Tasa Total de Calefacción de la Zona,Débit calorifique total de chauffage de la zone à charges idéales,Charges Idéales : Débit Thermique Total de Zone,Y,Y
Infiltration Current Density Air Change Rate,Tasa de Cambio de Aire a Densidad Actual por Infiltración,Infiltración: Tasa Actual de Cambio de Aire por Densidad,Taux de changement d&apos;air de la densité de courant d&apos;infiltration,Infiltration : Débit de renouvellement d'air volumique actuel,Y,Y
Infiltration Current Density Volume,Volumen a Densidad Actual por Infiltración,Infiltración: Densidad de Volumen Actual,Volume de densité de courant d&apos;infiltration,Infiltration: Débit volumique courant,Y,Y
Infiltration Current Density Volume Flow Rate,Caudal Volumétrico a Densidad Actual por Infiltración,Infiltración: Tasa de Flujo Volumétrico de Densidad Actual,Débit volumique de densité de courant d&apos;infiltration,Infiltration: Débit volumique actuel en densité,Y,Y
Infiltration Latent Heat Gain Energy,Energía de Ganancia de Calor Latente por Infiltración,Infiltración: Energía de Ganancia de Calor Latente,Énergie de Gain de Chaleur Latente par Infiltration,Infiltration: Énergie de Gain de Chaleur Latente,Y,Y
Infiltration Latent Heat Loss Energy,Energía de Pérdida de Calor Latente por Infiltración,Infiltración: Energía de Pérdida de Calor Latente,Énergie de Perte de Chaleur Latente par Infiltration,Infiltration: Énergie de Perte de Chaleur Latente,Y,Y
Infiltration Mass,Masa de Infiltración,Infiltración: Masa,Infiltration Massique,Infiltration: Masse,Y,Y
Infiltration Mass Flow Rate,Caudal Másico de Infiltración,Infiltración: Caudal Másico,Débit massique d&apos;infiltration,Infiltration : Débit massique,Y,Y
Infiltration Outdoor Density Air Change Rate,Tasa de Cambio de Aire a Densidad Exterior por Infiltración,Infiltración: Tasa de Cambio de Aire de Densidad Exterior,Taux de changement d&apos;air de densité extérieure d&apos;infiltration,Infiltration: Taux de changement d'air extérieur à densité extérieure,Y,Y
Infiltration Outdoor Density Volume Flow Rate,Caudal Volumétrico a Densidad Exterior por Infiltración,Infiltración: Caudal Volumétrico de Densidad Exterior,Débit volumique de l&apos;infiltration en fonction de la densité extérieure,Infiltration: Débit volumique extérieur à la densité du site,Y,Y
Infiltration Sensible Heat Gain Energy,Energía de Ganancia de Calor Sensible por Infiltración,Infiltración: Energía de Ganancia de Calor Sensible,Énergie de gain de chaleur sensible par infiltration,Infiltration: Énergie de Gain de Chaleur Sensible,Y,Y
Infiltration Sensible Heat Loss Energy,Energía de Pérdida de Calor Sensible por Infiltración,Infiltración: Energía de Pérdida de Calor Sensible,Énergie de Perte de Chaleur Sensible par Infiltration,Infiltration: Énergie de Perte de Chaleur Sensible,Y,Y
Infiltration Standard Density Air Change Rate,Tasa de Cambio de Aire a Densidad Estándar por Infiltración,Infiltración: Tasa de Cambio de Aire a Densidad Estándar,Taux de Renouvellement d&apos;Air à Densité Standard d&apos;Infiltration,Infiltration: Débit de changement d'air à densité standard,Y,Y
Infiltration Standard Density Volume,Volumen a Densidad Estándar por Infiltración,Infiltración: Volumen a Densidad Estándar,Volume de Densité Standard d&apos;Infiltration,Infiltration: Volume à Densité Standard,Y,Y
Infiltration Standard Density Volume Flow Rate,Caudal Volumétrico a Densidad Estándar por Infiltración,Infiltración: Flujo Volumétrico a Densidad Estándar,Débit volumique de la densité standard d&apos;infiltration,Infiltration: Débit volumique à densité standard,Y,Y
Infiltration Total Heat Gain Energy,Energía de Ganancia de Calor Total por Infiltración,Infiltración: Energía Total de Ganancia de Calor,Énergie de Gain de Chaleur Total par Infiltration,Infiltration: Énergie Totale de Gain de Chaleur,Y,Y
Infiltration Total Heat Loss Energy,Energía de Pérdida de Calor Total por Infiltración,Infiltración: Energía Total de Pérdida de Calor,Énergie de Perte Thermique Totale par Infiltration,Infiltration: Énergie Totale de Perte de Chaleur,Y,Y
Interior Windows Total Transmitted Beam Solar Radiation Energy,Energía de Radiación Solar de Haz Transmitida Total por Ventanas Interiores,Ventanas Interiores: Energía Total de Radiación Solar Directa Transmitida,Énergie solaire rayonnée directe totale transmise par les fenêtres intérieures,Fenêtres intérieures : Énergie totale du rayonnement solaire direct transmis,Y,Y
Interior Windows Total Transmitted Beam Solar Radiation Rate,Tasa de Radiación Solar de Haz Transmitida Total por Ventanas Interiores,Ventanas Interiores: Tasa de Radiación Solar Directa Transmitida Total,Débit de rayonnement solaire direct transmis total par les fenêtres intérieures,Fenêtres Intérieures: Débit de Rayonnement Solaire Direct Transmis Total,Y,Y
Interior Windows Total Transmitted Diffuse Solar Radiation Energy,Energía de Radiación Solar Difusa Transmitida Total por Ventanas Interiores,Ventanas Interiores: Energía Total de Radiación Solar Difusa Transmitida,Énergie du rayonnement solaire diffus transmis total par les fenêtres intérieures,Fenêtres Intérieures : Énergie Totale du Rayonnement Solaire Diffus Transmis,Y,Y
Interior Windows Total Transmitted Diffuse Solar Radiation Rate,Tasa de Radiación Solar Difusa Transmitida Total por Ventanas Interiores,Ventanas Interiores: Tasa de Radiación Solar Difusa Transmitida Total,Débit de rayonnement solaire diffus transmis total par les fenêtres intérieures,Fenêtres Intérieures: Débit de Rayonnement Solaire Diffus Transmis Total,Y,Y
