English,Old ES,New ES,Old FR,New FR,ES Changed,FR Changed
Heating Coil Ancillary NaturalGas Energy,Energía Auxiliar de Gas Natural del Serpentín de Calefacción,Serpentín de Calefacción: Energía Auxiliar de Gas Natural,Énergie Gaz Naturel Auxiliaire de la Batterie de Chauffage,Serpentin de Chauffage : Énergie Gaz Naturel Auxiliaire,Y,Y
Heating Coil Ancillary NaturalGas Rate,Tasa Auxiliar de Gas Natural del Serpentín de Calefacción,Serpentín de Calefacción: Tasa de Gas Natural Auxiliar,Débit de gaz naturel auxiliaire de la batterie de chauffage,Serpentin de Chauffage: Débit de Gaz Naturel Auxiliaire,Y,Y
Heating Coil Ancillary OtherFuel1 Energy,Energía Auxiliar de Otro Combustible 1 del Serpentín de Calefacción,Serpentín de Calefacción: Energía Auxiliar de Otro Combustible 1,Énergie Carburant Auxiliaire 1 de la Batterie de Chauffage,Serpentin de Chauffage: Énergie Auxiliaire OtherFuel1,Y,Y
Heating Coil Ancillary OtherFuel1 Rate,Tasa Auxiliar de Otro Combustible 1 del Serpentín de Calefacción,Serpentín de Calefacción: Tasa de Combustible Auxiliar Otro1,Puissance de Combustible Auxiliaire 1 de la Batterie de Chauffage,Serpentin de Chauffage: Débit d'Énergie Auxiliaire OtherFuel1,Y,Y
Heating Coil Ancillary OtherFuel2 Energy,Energía Auxiliar de Otro Combustible 2 del Serpentín de Calefacción,Serpentín de Calentamiento: Energía Combustible Auxiliar Adicional 2,Énergie Auxiliaire Serpentin de Chauffage Carburant Autre2,Serpentin de Chauffage : Énergie Auxiliaire Combustible2,Y,Y
Heating Coil Ancillary OtherFuel2 Rate,Tasa Auxiliar de Otro Combustible 2 del Serpentín de Calefacción,Serpentín de Calefacción: Tasa de Combustible Auxiliar Adicional 2,Débit de carburant auxiliaire 2 de la batterie de chauffage,Serpentin de Chauffage : Débit Combustible Auxiliaire Autre2,Y,Y
Heating Coil Ancillary Propane Energy,Energía Auxiliar de Propano del Serpentín de Calefacción,Serpentín de Calefacción: Energía Propano Auxiliar,Énergie Propane Auxiliaire de la Serpentin de Chauffage,Serpentin de Chauffage : Énergie Propane Auxiliaire,Y,Y
Heating Coil Ancillary Propane Rate,Tasa Auxiliar de Propano del Serpentín de Calefacción,Bobina de Calefacción: Tasa de Propano Auxiliar,Débit de propane auxiliaire de la serpentine de chauffage,Serpentin de Chauffage: Débit d'Appoint en Propane,Y,Y
Heating Coil Coal Energy,Energía de Carbón del Serpentín de Calefacción,Serpentín de Calefacción: Energía de Carbón,Énergie Charbon Serpentin de Chauffage,Serpentin de Chauffage: Énergie du Charbon,Y,Y
Heating Coil Coal Rate,Tasa de Carbón del Serpentín de Calefacción,Bobina de Calefacción: Tasa de Carbón,Débit de charbon de la batterie de chauffage,Serpentin de Chauffage : Débit de Charbon,Y,Y
Heating Coil Crankcase Heater Electricity Energy,Energía Eléctrica del Calefactor del Cárter del Serpentín de Calefacción,Serpentín de Calentamiento: Energía Eléctrica del Calentador de Cárter del Compresor,Énergie électrique du réchauffeur de carter du serpentin de chauffage,Serpentin de Chauffage: Énergie Électrique du Réchauffeur de Carter du Compresseur,Y,Y
Heating Coil Crankcase Heater Electricity Rate,Tasa de Electricidad del Calefactor del Cárter del Serpentín de Calefacción,Serpentín de Calentamiento: Velocidad de Consumo Eléctrico del Calentador del Cárter del Compresor,Taux d&apos;électricité du réchauffeur de carter de bobine de chauffage,Serpentin de Chauffage: Puissance Électrique du Réchauffeur de Carter,Y,Y
Heating Coil Defrost Electricity Energy,Energía Eléctrica de Desescarche del Serpentín de Calefacción,Bobina de Calefacción: Energía Eléctrica de Descongelación,Énergie Électrique du Dégivrage de la Batterie de Chauffage,Serpentin de Chauffage: Énergie Électrique en Mode Dégivrage,Y,Y
Heating Coil Defrost Electricity Rate,Tasa de Electricidad de Desescarche del Serpentín de Calefacción,Serpentín de Calefacción: Velocidad de Consumo Eléctrico en Descongelación,Puissance électrique de dégivrage de la serpentine de chauffage,Serpentin de Chauffage: Puissance Électrique en Dégivrage,Y,Y
Heating Coil Defrost Gas Energy,Energía de Gas de Desescarche del Serpentín de Calefacción,Serpentín de Calefacción: Energía de Gas en Descongelación,Énergie gaz de dégivrage de la batterie de chauffage,Serpentin de chauffage : Énergie du gaz de dégivrage,Y,Y
Heating Coil Defrost Gas Rate,Tasa de Gas de Desescarche del Serpentín de Calefacción,Bobina de Calefacción: Tasa de Gas de Descongelación,Débit de gaz de dégivrage de la serpentine de chauffage,Serpentin de Chauffage: Débit de Gaz de Dégel,Y,Y
Heating Coil Diesel Energy,Energía de Diésel del Serpentín de Calefacción,Serpentín de Calefacción: Energía Diésel,Énergie Diesel de la Batterie de Chauffage,Serpentin de chauffage : Énergie Diesel,Y,Y
Heating Coil Diesel Rate,Tasa de Diésel del Serpentín de Calefacción,Bobina de Calefacción: Consumo de Diésel,Taux de Diesel de la Batterie de Chauffage,Serpentin de Chauffage : Débit de Diesel,Y,Y
Heating Coil Electricity Energy,Energía Eléctrica del Serpentín de Calefacción,Bobina de Calefacción: Energía Eléctrica,Énergie électrique de la serpentin de chauffage,Serpentin de Chauffage: Énergie Électrique,Y,Y
Heating Coil Electricity Rate,Tasa de Electricidad del Serpentín de Calefacción,Serpentín de Calefacción: Potencia Eléctrica,Débit électrique de la batterie de chauffage,Batterie de Chauffage : Puissance Électrique,Y,Y
Heating Coil FuelOilNo1 Energy,Energía de Combustóleo No. 1 del Serpentín de Calefacción,Serpentín de Calefacción: Energía de Combustóleo No.1,Énergie de la Bobine de Chauffage Fioul n°1,Serpentin de Chauffage: Énergie Fioul Domestique,Y,Y
Heating Coil FuelOilNo1 Rate,Tasa de Combustóleo No. 1 del Serpentín de Calefacción,Serpentín de Calefacción: Tasa de Consumo de Combustible Diésel,Débit de Serpentin de Chauffage Fioul Domestique,Serpentin de Chauffage : Débit de Fioul Domestique,Y,Y
Heating Coil FuelOilNo2 Energy,Energía de Combustóleo No. 2 del Serpentín de Calefacción,Serpentín de Calefacción: Energía de Combustible Diésel,Énergie de la Serpentin de Chauffage Fioul Lourd,Serpentin de Chauffage : Énergie Fioul Domestique,Y,Y
Heating Coil FuelOilNo2 Rate,Tasa de Combustóleo No. 2 del Serpentín de Calefacción,Serpentín de Calefacción: Consumo de Combustible Destilado,Débit de Combustible Mazout n°2 de la Batterie de Chauffage,Serpentin de Chauffage : Débit de Fioul Lourd,Y,Y
Heating Coil Gasoline Energy,Energía de Gasolina del Serpentín de Calefacción,Serpentín de Calentamiento: Energía de Gasolina,Énergie de Chauffage de la Bobine à Essence,Serpentin de Chauffage: Énergie du Carburant,Y,Y
Heating Coil Gasoline Rate,Tasa de Gasolina del Serpentín de Calefacción,Serpentín de Calefacción: Tasa de Consumo de Gasolina,Débit de chauffage à l&apos;essence,Serpentin de Chauffage : Débit de Combustible Essence,Y,Y
Heating Coil Heating Energy,Energía de Calefacción del Serpentín de Calefacción,Serpentín de Calefacción: Energía de Calefacción,Énergie de chauffage de la batterie de chauffage,Serpentin de Chauffage : Énergie de Chauffage,Y,Y
Heating Coil Heating Rate,Tasa de Calefacción del Serpentín de Calefacción,Serpentín de Calefacción: Velocidad de Calentamiento,Débit thermique de la batterie de chauffage,Serpentin de Chauffage: Puissance de Chauffage,Y,Y
Heating Coil NaturalGas Energy,Energía de Gas Natural del Serpentín de Calefacción,Serpentín de Calefacción: Energía de Gas Natural,Énergie du serpentin de chauffage gaz naturel,Serpentin de Chauffage: Énergie Gaz Naturel,Y,Y
Heating Coil NaturalGas Rate,Tasa de Gas Natural del Serpentín de Calefacción,Serpentín de Calefacción: Tasa de Gas Natural,Débit de gaz naturel de la bobine de chauffage,Serpentin de Chauffage : Débit de Gaz Naturel,Y,Y
Heating Coil OtherFuel1 Energy,Energía de Otro Combustible 1 del Serpentín de Calefacción,Bobina de Calefacción: Energía Combustible Alternativo 1,Énergie Coil Chauffage OtherFuel1,Serpentin de Chauffage: Énergie Combustible Autre 1,Y,Y
Heating Coil OtherFuel1 Rate,Tasa de Otro Combustible 1 del Serpentín de Calefacción,Serpentín de Calefacción: Tasa de Combustible Alternativo 1,Débit de la Batterie de Chauffage OtherFuel1,Serpentin de Chauffage : Débit d'Autre Combustible 1,Y,Y
Heating Coil OtherFuel2 Energy,Energía de Otro Combustible 2 del Serpentín de Calefacción,Bobina de Calefacción: Energía de Otro Combustible 2,Énergie du serpentin de chauffage OtherFuel2,Serpentin de Chauffage: Énergie Combustible Auxiliaire 2,Y,Y
Heating Coil OtherFuel2 Rate,Tasa de Otro Combustible 2 del Serpentín de Calefacción,Serpentín de Calefacción: Tasa de Combustible Alternativo 2,Débit de Combustible Auxiliaire 2 de la Batterie de Chauffage,Serpentin de Chauffage : Débit de Combustible Secondaire 2,Y,Y
Heating Coil Propane Energy,Energía de Propano del Serpentín de Calefacción,Serpentín de Calefacción: Energía de Propano,Énergie Propane de la Batterie de Chauffage,Serpentin de Chauffage : Énergie Propane,Y,Y
Heating Coil Propane Rate,Tasa de Propano del Serpentín de Calefacción,Serpentín de Calefacción: Tasa de Propano,Débit de propane de la batterie de chauffage,Serpentin de Chauffage : Débit de Propane,Y,Y
Heating Coil Runtime Fraction,Fracción de Tiempo en Funcionamiento del Serpentín de Calefacción,Bobina de Calefacción: Fracción de Tiempo en Operación,Fraction de temps de fonctionnement de la batterie de chauffage,Serpentin de Chauffage: Fraction de Fonctionnement,Y,Y
Heating Coil Source Side Heat Transfer Energy,Energía de Transferencia de Calor del Lado Fuente del Serpentín de Calefacción,Bobina de Calefacción: Energía de Transferencia de Calor del Lado Fuente,Énergie de transfert de chaleur côté source de la bobine de chauffage,Serpentin de Chauffage: Énergie de Transfert Thermique Côté Source,Y,Y
Heating Coil Total Heating Energy,Energía Total de Calefacción del Serpentín de Calefacción,Serpentín de Calefacción: Energía Total de Calefacción,Énergie de Chauffage Totale de la Batterie de Chauffage,Serpentin de Chauffage: Énergie de Chauffage Totale,Y,Y
Heating Coil Total Heating Rate,Tasa Total de Calefacción del Serpentín de Calefacción,Serpentín de Calefacción: Tasa Total de Calefacción,Débit de chauffage total de la batterie de chauffage,Serpentin de Chauffage : Puissance de Chauffage Totale,Y,Y
Heating Coil U Factor Times Area Value,Valor del Factor U por Área del Serpentín de Calefacción,Serpentín de Calefacción: Valor de Factor U por Área,Valeur du coefficient U fois la surface de la batterie de chauffage,Serpentin de Chauffage : Valeur du Coefficient U fois la Superficie,Y,Y
Hot Water Equipment Convective Heating Energy,Energía de Calefacción Convectiva del Equipo de Agua Caliente,Equipo de Agua Caliente: Energía de Calentamiento Convectivo,Énergie de chauffage par convection de l&apos;équipement d&apos;eau chaude,Équipement Eau Chaude: Énergie de Chauffage Convectif,Y,Y
Hot Water Equipment Convective Heating Rate,Tasa de Calefacción Convectiva del Equipo de Agua Caliente,Equipo de Agua Caliente: Velocidad de Transferencia de Calor Convectiva,Taux de chauffage par convection de l&apos;équipement d&apos;eau chaude,Équipement d'eau chaude : Débit de chaleur convective,Y,Y
Hot Water Equipment District Heating Energy,Energía de Calefacción Distrital del Equipo de Agua Caliente,Equipo de Agua Caliente: Energía de Calefacción Distrital,Énergie de Chauffage Urbain des Équipements d&apos;Eau Chaude,Équipement Eau Chaude : Énergie de Chauffage Urbain,Y,Y
Hot Water Equipment District Heating Rate,Tasa de Calefacción Distrital del Equipo de Agua Caliente,Equipo de Agua Caliente: Velocidad de Calefacción Distrital,Taux de Chauffage Urbain des Équipements d&apos;Eau Chaude,Équipement Eau Chaude : Débit de Chauffage Urbain,Y,Y
Hot Water Equipment Latent Gain Energy,Energía de Ganancia Latente del Equipo de Agua Caliente,Equipo de Agua Caliente: Energía de Ganancia Latente,Énergie de Gain Latent de l&apos;Équipement d&apos;Eau Chaude,Équipement Eau Chaude: Énergie de Gain Latent,Y,Y
Hot Water Equipment Latent Gain Rate,Tasa de Ganancia Latente del Equipo de Agua Caliente,Equipo de Agua Caliente: Tasa de Ganancia Latente,Taux de Gain Latent de l&apos;Équipement d&apos;Eau Chaude,Équipement d'Eau Chaude: Taux de Gain Latent,Y,Y
Hot Water Equipment Lost Heat Energy,Energía de Calor Perdido del Equipo de Agua Caliente,Equipo de Agua Caliente: Energía Perdida por Calor,Énergie Thermique Perdue par l&apos;Équipement d&apos;Eau Chaude,Équipement Eau Chaude: Énergie Thermique Perdue,Y,Y
Hot Water Equipment Lost Heat Rate,Tasa de Calor Perdido del Equipo de Agua Caliente,Equipo de Agua Caliente: Tasa de Pérdida de Calor,Taux de perte de chaleur de l&apos;équipement d&apos;eau chaude,Équipement Eau Chaude: Débit de Chaleur Perdue,Y,Y
Hot Water Equipment Radiant Heating Energy,Energía de Calefacción Radiante del Equipo de Agua Caliente,Equipo de Agua Caliente: Energía de Calefacción Radiante,Énergie de chauffage radiant des équipements d&apos;eau chaude,Équipement Eau Chaude: Énergie de Chauffage par Rayonnement,Y,Y
Hot Water Equipment Radiant Heating Rate,Tasa de Calefacción Radiante del Equipo de Agua Caliente,Equipo de Agua Caliente: Tasa de Calefacción Radiante,Débit de chauffage radiatif de l&apos;équipement d&apos;eau chaude,Équipement Eau Chaude: Puissance de Chauffage Radiant,Y,Y
Hot Water Equipment Total Heating Energy,Energía de Calefacción Total del Equipo de Agua Caliente,Equipo de Agua Caliente: Energía Total de Calentamiento,Énergie Calorifique Totale de l&apos;Équipement d&apos;Eau Chaude,Équipement d'Eau Chaude : Énergie Thermique Totale,Y,Y
Hot Water Equipment Total Heating Rate,Tasa de Calefacción Total del Equipo de Agua Caliente,Equipo de Agua Caliente: Tasa Total de Calentamiento,Débit de chaleur total du matériel d&apos;eau chaude,Équipement d'Eau Chaude: Débit de Chaleur Total,Y,Y
Humidifier Electricity Energy,Energía Eléctrica del Humidificador,Humidificador: Energía Eléctrica,Énergie électrique de l&apos;humidificateur,Humidificateur : Énergie électrique,Y,Y
Humidifier Electricity Rate,Tasa de Electricidad del Humidificador,Humidificador: Velocidad de Consumo de Electricidad,Débit électrique du humidificateur,Humidificateur : Débit électrique,Y,Y
Humidifier Mains Water Volume,Volumen de Agua de Red del Humidificador,Humidificador: Volumen de Agua de la Red,Volume d&apos;eau de réseau de l&apos;humidificateur,Humidificateur : Volume d'eau de réseau,Y,Y
Humidifier Water Volume,Volumen de Agua del Humidificador,Humidificador: Volumen de Agua,Volume d&apos;eau de l&apos;humidificateur,Humidificateur : Volume d'eau,Y,Y
Humidifier Water Volume Flow Rate,Caudal Volumétrico de Agua del Humidificador,Humidificador: Caudal Volumétrico de Agua,Débit volumique d&apos;eau de l&apos;humidificateur,Humidificateur : Débit volumique d'eau,Y,Y
ITE Adjusted Return Air Temperature,Temperatura de Aire de Retorno Ajustada del ITE,ITE: Temperatura de Aire de Retorno Ajustada,Température de l&apos;air de retour ajustée pour les TI,ITE: Température de l'air de retour ajustée,Y,Y
