Context,English,Old ES,New ES,Old FR,New FR,ES Changed,FR Changed
openstudio::MainRightColumnController,Gas Window Materials,Materiales de gas para ventanas,Materiales de Ventanas con Relleno Gaseoso,Matériaux de gaz pour fenêtres,Matériaux de Fenêtres à Gaz,Y,Y
openstudio::MainRightColumnController,Generator FuelCell - Exhaust Gas To Water Heat Exchanger,Celda Combustible - IC Gas-Agua,Generador de Celda de Combustible - Intercambiador de Calor de Gases de Escape a Agua,Générateur Pile à Combustible - Échangeur de Chaleur Gaz d'Échappement vers Eau,Générateur Pile à Combustible - Échangeur de Chaleur Gaz d'Échappement vers Eau,Y,
openstudio::MainRightColumnController,Generator MicroTurbine - Heat Recovery,Microturbina - Recuperación Calor,Generador Microturbina - Recuperación de Calor,Générateur MicroTurbine - Récupération de chaleur,Générateur Microturbine - Récupération de chaleur,Y,Y
openstudio::MainRightColumnController,Generators,Generadores,Generadores,Générateurs,Générateurs,,
openstudio::MainRightColumnController,Glazing Window Materials,Materiales de vidrio para ventanas,Materiales de Acristalamiento para Ventanas,Matériaux de fenêtrage,Matériaux de Vitrage des Fenêtres,Y,Y
openstudio::MainRightColumnController,Ground Heat Exchanger - Horizontal,Intercambiador Geotérmico - Horizontal,Intercambiador de Calor Geotérmico - Horizontal,Échangeur géothermique - Horizontal,Échangeur Thermique Géothermique - Horizontal,Y,Y
openstudio::MainRightColumnController,Ground Heat Exchanger - Vertical,Intercambiador Geotérmico - Vertical,Intercambiador de Calor Geotérmico - Vertical,Échangeur de chaleur géothermique - Vertical,Échangeur géothermique - Vertical,Y,Y
openstudio::MainRightColumnController,Ground Heat Exchangers,Intercambiadores Geotérmicos,Intercambiadores de Calor Geotérmicos,Échangeurs de chaleur géothermiques,Échangeurs Géothermiques,Y,Y
openstudio::MainRightColumnController,Heat Exchanger Air To Air Sensible and Latent,Intercambiador Aire-Aire Sens. y Lat.,Intercambiador de Calor Aire a Aire Sensible y Latente,Échangeur de chaleur air-air sensible et latent,Échangeur de chaleur air-air sensible et latent,Y,
openstudio::MainRightColumnController,Heat Exchanger Fluid To Fluid,Intercambiador Fluido a Fluido,Intercambiador de Calor Fluido a Fluido,Échangeur de Chaleur Fluide à Fluide,Échangeur de Chaleur Fluide vers Fluide,Y,Y
openstudio::MainRightColumnController,Heat Exchangers,Intercambiadores de Calor,Intercambiadores de Calor,Échangeurs thermiques,Échangeurs de chaleur,,Y
openstudio::MainRightColumnController,Heat Pump - Water to Water - Cooling,Bomba Calor Agua-Agua Enf.,Bomba de Calor - Agua a Agua - Enfriamiento,Pompe à chaleur - Eau vers eau - Refroidissement,Pompe à chaleur - Eau vers eau - Refroidissement,Y,
openstudio::MainRightColumnController,Heat Pump - Water to Water - Heating,Bomba Calor Agua-Agua Calef.,Bomba de Calor - Agua a Agua - Calefacción,Pompe à chaleur - Eau vers eau - Chauffage,Pompe à chaleur - Eau vers Eau - Chauffage,Y,Y
openstudio::MainRightColumnController,Heat Pumps,Bombas de Calor,Bombas de Calor,Pompes à Chaleur,Pompes à chaleur,,Y
openstudio::MainRightColumnController,High Temp Radiant,Radiante Alta Temperatura,Radiante de Alta Temperatura,Rayonnement Haute Température,Rayonnant Haute Température,Y,Y
openstudio::MainRightColumnController,Hot Water Equipment Definitions,Definiciones de equipos de agua caliente,Definiciones de Equipos de Agua Caliente,Définitions des équipements d'eau chaude,Définitions d'équipements d'eau chaude sanitaire,Y,Y
openstudio::MainRightColumnController,Humidifier Steam Electric,Humidificador Vapor Eléctrico,Humidificador de Vapor Eléctrico,Humidificateur électrique à vapeur,Humidificateur Vapeur Électrique,Y,Y
openstudio::MainRightColumnController,Humidifier Steam Gas,Humidificador Vapor Gas,Humidificador de Vapor a Gas,Humidificateur à vapeur gaz,Humidificateur Vapeur Gaz,Y,Y
openstudio::MainRightColumnController,Humidifiers,Humidificadores,Humidificadores,Humidificateurs,Humidificateurs,,
openstudio::MainRightColumnController,Infrared Transparent Materials,Materiales transparentes al infrarrojo,Materiales Transparentes al Infrarrojo,Matériaux Transparents aux Infrarouges,Matériaux Transparents aux Infrarouges,Y,
openstudio::MainRightColumnController,Interior Partition Surface,Superficie de Partición Interior,Superficie de Partición Interior,Surface de Partition Intérieure,Surface de Partition Intérieure,,
openstudio::MainRightColumnController,Internal Mass Definitions,Definiciones de masa interna,Definiciones de Masa Interna,Définitions de masse interne,Définitions de Masse Thermique Interne,Y,Y
openstudio::MainRightColumnController,Internal Source Constructions,Construcciones de fuente interna,Construcciones con Fuentes Internas,Constructions à Source Interne,Constructions à source interne,Y,Y
openstudio::MainRightColumnController,Library,Biblioteca,Biblioteca,Bibliothèque,Bibliothèque,,
openstudio::MainRightColumnController,Lights Definitions,Definiciones de iluminación,Definiciones de Iluminación,Définitions de l'éclairage,Définitions d'éclairage,Y,Y
openstudio::MainRightColumnController,Load Profile - Plant,Perfil de Carga - Planta,Perfil de Carga - Planta,Profil de charge - Installation,Profil de Charge - Boucle de Distribution,,Y
openstudio::MainRightColumnController,Load Profiles,Perfiles de Carga,Perfiles de Carga,Profils de Charge,Profils de Charge,,
openstudio::MainRightColumnController,Low Temp Radiant Constant Flow,Radiante Baja Temp. Flujo Constante,Radiante Temperatura Baja Flujo Constante,Rayonnement Basse Température Débit Constant,Rayonnement basse température débit constant,Y,Y
openstudio::MainRightColumnController,Low Temp Radiant Electric,Radiante Baja Temp. Eléctrico,Radiante Eléctrica Baja Temperatura,Radiant Électrique Basse Température,Électrique Radiant Basse Température,Y,Y
openstudio::MainRightColumnController,Low Temp Radiant Variable Flow,Radiante Baja Temp. Flujo Variable,Radiante de Baja Temperatura con Flujo Variable,Rayonnement Basse Température à Débit Variable,Radiant Basse Température Débit Variable,Y,Y
openstudio::MainRightColumnController,Luminaire Definitions,Definiciones de luminarias,Definiciones de Luminarias,Définitions des luminaires,Définitions de luminaires,Y,Y
openstudio::MainRightColumnController,Materials,Materiales,Materiales,Matériaux,Matériaux,,
openstudio::MainRightColumnController,My Model,Mi modelo,Mi Modelo,Mon modèle,Mon modèle,Y,
openstudio::MainRightColumnController,No Mass Materials,Materiales sin masa,Materiales Sin Masa,Matériaux sans masse,Matériaux sans masse,Y,
openstudio::MainRightColumnController,Other Equipment Definitions,Definiciones de otros equipos,Definiciones de Otros Equipos,Définitions d'Équipements Divers,Définitions d'autres équipements,Y,Y
openstudio::MainRightColumnController,People Definitions,Definiciones de personas,Definiciones de Ocupación,Définitions des occupants,Définitions de personnes,Y,Y
openstudio::MainRightColumnController,Pipe - Adiabatic,Tubería - Adiabática,Tubería - Adiabática,Conduite - Adiabatique,Tuyau – Adiabatique,,Y
openstudio::MainRightColumnController,Pipe - Indoor,Tubería - Interior,Tubería - Interior,Tuyauterie - Intérieure,Tuyauterie - Intérieur,,Y
openstudio::MainRightColumnController,Pipe - Outdoor,Tubería - Exterior,Tubería - Exterior,Tuyau - Extérieur,Tuyauterie - Extérieure,,Y
openstudio::MainRightColumnController,Pipes,Tuberías,Tuberías,Tuyauteries,Conduites,,Y
openstudio::MainRightColumnController,Plant Component - Temp Source,Comp. Planta - Fuente Temperatura,Componente de Bucle Principal - Fuente de Temperatura,Composant de circuit - Source de température,Composant de Boucle - Source de Température,Y,Y
openstudio::MainRightColumnController,Plant Component - User Defined,Comp. Planta - Definido por Usuario,Componente de Bucle de Agua - Definido por el Usuario,Composant de Circuit - Défini par l'Utilisateur,Composant de Boucle - Défini par l'Utilisateur,Y,Y
openstudio::MainRightColumnController,Plant Components,Componentes de Planta,Componentes de Planta,Composants de l'Installation,Composants de Centrale,,Y
openstudio::MainRightColumnController,PTAC,PTAC,PTAC,PTAC,PTAC,,
openstudio::MainRightColumnController,PTHP,PTHP,PTHP,PTHP,PTHP,,
openstudio::MainRightColumnController,Pump Constant Speed,Bomba Velocidad Constante,Bomba Velocidad Constante,Pompe Vitesse Constante,Pompe à Vitesse Constante,,Y
openstudio::MainRightColumnController,Pump Constant Speed Headered,Bomba Vel. Constante Múltiple,Bomba de Velocidad Constante con Múltiples Salidas,Pompe à Vitesse Constante avec Collecteur,Pompe à Débit Constant avec Collecteurs,Y,Y
openstudio::MainRightColumnController,Pump Variable Speed,Bomba Velocidad Variable,Bomba de Velocidad Variable,Pompe à Vitesse Variable,Pompe à Vitesse Variable,Y,
openstudio::MainRightColumnController,Pump Variable Speed Headered,Bomba Vel. Variable Múltiple,Bomba de Velocidad Variable en Configuración Interconectada,Pompe à Vitesse Variable avec Collecteur,Pompe à Vitesse Variable en Boucle Fermée,Y,Y
openstudio::MainRightColumnController,Pumps,Bombas,Bombas,Pompes,Pompes,,
openstudio::MainRightColumnController,Refraction Extinction Method Glazing Window Materials,Materiales de vidrio (método de extinción por refracción),Método de Extinción por Refracción para Materiales de Vidrio de Ventanas,Matériaux de Fenêtres de Vitrage - Méthode d'Extinction par Réfraction,Méthode de Réfraction et Extinction pour Matériaux de Vitrage des Fenêtres,Y,Y
openstudio::MainRightColumnController,Refrigeration,Refrigeración,Refrigeración,Réfrigération,Réfrigération,,
openstudio::MainRightColumnController,Refrigeration Case,Mueble Refrigerado,Vitrina Refrigerada,Armoire de réfrigération,Armoire réfrigérée,Y,Y
openstudio::MainRightColumnController,Refrigeration Compressor,Compresor de Refrigeración,Compresor de Refrigeración,Compresseur de Réfrigération,Compresseur de réfrigération,,Y
openstudio::MainRightColumnController,Refrigeration Condenser Air Cooled,Condensador Refrig. Enf. Aire,Condensador de Refrigeración Enfriado por Aire,Condenseur de réfrigération refroidi par air,Condenseur de réfrigération refroidi par air,Y,
openstudio::MainRightColumnController,Refrigeration Condenser Cascade,Condensador Refrig. Cascada,Cascada de Condensador de Refrigeración,Condenseur en cascade de réfrigération,Cascade de Condenseur de Réfrigération,Y,Y
openstudio::MainRightColumnController,Refrigeration Condenser Evaporative Cooled,Condensador Refrig. Evaporativo,Condensador de Refrigeración Enfriado por Evaporación,Condenseur de réfrigération refroidi par évaporation,Condenseur de réfrigération à refroidissement évaporatif,Y,Y
openstudio::MainRightColumnController,Refrigeration Condenser Water Cooled,Condensador Refrig. Enf. Agua,Condensador de Refrigeración Enfriado por Agua,Condenseur de Réfrigération Refroidi par Eau,Condenseur de réfrigération refroidi à eau,Y,Y
openstudio::MainRightColumnController,Refrigeration Subcooler Liquid Suction,Subenfriador Refrig. Succión Líquida,Enfriador Auxiliar de Refrigerante Líquido-Succión,Sous-refroidisseur de réfrigération Aspiration liquide,Échangeur de sous-refroidissement du circuit de réfrigération côté liquide-aspiration,Y,Y
openstudio::MainRightColumnController,Refrigeration Subcooler Mechanical,Subenfriador Refrig. Mecánico,Enfriador Mecánico Subcrítico de Refrigeración,Refroidisseur mécanique de sous-refroidissement de réfrigération,Refroidisseur mécanique de liquide de réfrigération,Y,Y
openstudio::MainRightColumnController,Refrigeration System,Sistema de Refrigeración,Sistema de Refrigeración,Système de réfrigération,Système de réfrigération,,
openstudio::MainRightColumnController,Refrigeration Walkin,Cámara Frigorífica,Cámara Frigorífica Tipo Walkin,Chambre froide commerciale,Chambre froide de réfrigération,Y,Y
openstudio::MainRightColumnController,Roof Vegetation Materials,Materiales de vegetación en cubierta,Materiales de Vegetación en Techos,Matériaux de végétation de toit,Matériaux de Toiture Végétalisée,Y,Y
openstudio::MainRightColumnController,Ruleset Schedules,Horarios de conjunto de reglas,Calendarios del Conjunto de Reglas,Calendriers de l'ensemble de règles,Calendriers de l'ensemble de règles,Y,
openstudio::MainRightColumnController,Schedule File,Archivo de horario,Archivo de Horario,Fichier de planification,Fichier de Calendrier,Y,Y
openstudio::MainRightColumnController,Schedule Rulesets,Conjuntos de reglas de horario,Conjuntos de Reglas de Horario,Ensembles de règles de planification,Calendriers de Règles,Y,Y
openstudio::MainRightColumnController,Schedule Sets,Conjuntos de horarios,Conjuntos de Horarios,Ensembles de calendriers,Ensembles de Calendriers,Y,Y
openstudio::MainRightColumnController,Schedules,Horarios,Cronogramas,Calendriers,Calendriers,Y,
openstudio::MainRightColumnController,Screen Window Materials,Materiales de pantalla para ventanas,Materiales de Pantalla para Ventanas,Matériaux de Fenêtre d'Écran,Matériaux d'écran de fenêtre,Y,Y
openstudio::MainRightColumnController,Setpoint Manager Coldest,Gestor PA - Más Frío,Gestor de Punto de Consigna - Más Frío,Gestionnaire de consigne Froid extrême,Gestionnaire de Point de Consigne - Plus Froid,Y,Y
openstudio::MainRightColumnController,Setpoint Manager Follow Ground Temperature,Gestor PA - Sigue Temp. Terreno,Gestor de Punto de Consigna Seguidor de Temperatura del Terreno,Gestionnaire de Consigne Suivant la Température du Sol,Gestionnaire de Consigne Suivi Température du Sol,Y,Y
openstudio::MainRightColumnController,Setpoint Manager Follow Outdoor Air Temperature,Gestor PA - Sigue Temp. Aire Ext.,Gestor de Punto de Consigna Seguidor de Temperatura del Aire Exterior,Gestionnaire de Consigne Suivant la Température de l'Air Extérieur,Gestionnaire de Consigne Suivant la Température de l'Air Extérieur,Y,
openstudio::MainRightColumnController,Setpoint Manager Follow System Node Temperature,Gestor PA - Sigue Temp. Nodo Sistema,Gestor de Punto de Consigna Seguir Temperatura de Nodo del Sistema,Gestionnaire de Consigne Suivant la Température du Nœud Système,Gestionnaire de Consigne Suivant la Température du Nœud Système,Y,
openstudio::MainRightColumnController,Setpoint Manager Humidity Maximum,Gestor PA - Humedad Máxima,Gestor de Punto de Consigna Humedad Máxima,Gestionnaire de consigne d'humidité maximale,Gestionnaire de Consigne Humidité Maximale,Y,Y
openstudio::MainRightColumnController,Setpoint Manager Humidity Minimum,Gestor PA - Humedad Mínima,Gestor de Punto de Consigna Humedad Mínima,Gestionnaire de Consigne Humidité Minimum,Gestionnaire de Consigne Humidité Minimale,Y,Y
openstudio::MainRightColumnController,Setpoint Manager Mixed Air,Gestor PA - Aire Mixto,Gestor de Punto de Consigna de Aire Mixto,Gestionnaire de point de consigne air mélangé,Gestionnaire de point de consigne air mélangé,Y,
openstudio::MainRightColumnController,Setpoint Manager MultiZone Cooling Average,Gestor PA - Multizona Enf. Promedio,Gestor de Punto de Consigna Promedio de Enfriamiento MultiZona,Gestionnaire de consigne refroidissement moyen multi-zones,Gestionnaire de Consigne MultiZone Refroidissement Moyen,Y,Y
openstudio::MainRightColumnController,Setpoint Manager MultiZone Heating Average,Gestor PA - Multizona Calef. Promedio,Gestor de Punto de Consigna Promedio de Calefacción MultiZona,Gestionnaire de Consigne Chauffage Moyen MultiZone,Gestionnaire de Consigne MultiZone Chauffage Moyen,Y,Y
openstudio::MainRightColumnController,Setpoint Manager MultiZone Humidity Maximum,Gestor PA - Multizona Humedad Máx.,Gestor de Punto de Consigna Humedad Máxima Multizona,Gestionnaire de Consigne MultiZone Humidité Maximale,Gestionnaire de Consigne Humidité Maximale MultiZones,Y,Y
