English,Old ES,New ES,Old FR,New FR,ES Changed,FR Changed
Compressor Ambient Temperature Schedule,Ubicación del Compresor,Calendario de Temperatura Ambiente del Compresor,Calendrier de Température Ambiante du Compresseur,Calendrier Température Ambiante Compresseur,Y,Y
Compressor Ambient Temperature Schedule Name,Presión Máxima Delta del Compresor,Nombre de la Programación de Temperatura Ambiente del Compresor,Nom du calendrier de température ambiante du compresseur,Nom de l'horaire de température ambiante du compresseur,Y,Y
Compressor Evaporative Capacity Correction Factor,Eficiencia del Motor del Compresor,Factor de Corrección de Capacidad Evaporativa del Compresor,Facteur de correction de la capacité d'évaporation du compresseur,Facteur de correction de la capacité évaporative du compresseur,Y,Y
Compressor Fuel Type,Nombre de la Curva de Función Multiplicadora de Potencia del Compresor en Función de la Tasa de Combustible,Tipo de Combustible del Compresor,Type de carburant du compresseur,Type de carburant du compresseur,Y,
Compressor Heat Loss Factor,Nombre de la Curva de Función Multiplicadora de Potencia del Compresor en Función de la Temperatura,Factor de Pérdidas Térmicas del Compresor,Facteur de perte thermique du compresseur,Facteur de perte thermique du compresseur,Y,
Compressor Inverter Efficiency,Nombre de Curva de Función COP de Compresor Tipo Rack por Temperatura,Eficiencia del Inversor del Compresor,Rendement de l'onduleur du compresseur,Rendement de l'inverseur du compresseur,Y,Y
Compressor Location,Temperatura de Consigna del Compresor - Programa,Ubicación del Compresor,Localisation du compresseur,Localisation du compresseur,Y,
Compressor Maximum Delta Pressure,Nombre del Programa de Temperatura de Consigna del Compresor,Presión Máxima Diferencial del Compresor,Différence de Pression Maximale du Compresseur,Différence de Pression Maximale du Compresseur,Y,
Compressor Motor Efficiency,Velocidad del Compresor,Eficiencia del Motor del Compresor,Rendement du moteur du compresseur,Rendement du moteur du compresseur,Y,
Compressor Power Multiplier Function of Fuel Rate Curve Name,Nombre de Lista de Compresores,Nombre de Curva de Multiplicador de Potencia del Compresor en Función de la Tasa de Combustible,Nom de la courbe de la fonction multiplicatrice de puissance du compresseur en fonction du débit de carburant,Nom de la courbe du multiplicateur de puissance du compresseur en fonction du débit de carburant,Y,Y
Compressor Power Multiplier Function of Temperature Curve Name,Paso de Cálculo,Nombre de Curva de Función Multiplicadora de Potencia del Compresor en Función de Temperatura,Nom de la courbe de multiplicateur de puissance du compresseur en fonction de la température,Nom de la courbe du multiplicateur de puissance du compresseur en fonction de la température,Y,Y
Compressor Rack COP Function of Temperature Curve Name,Tanque de Almacenamiento de Agua de Recolección de Condensado,Nombre de Curva de COP del Banco de Compresores en Función de la Temperatura,Nom de la courbe de la fonction COP du groupe de compresseurs en fonction de la température,Nom de la courbe de fonction du COP du groupe compresseur en fonction de la température,Y,Y
Compressor Setpoint Temperature Schedule,Nombre del Tanque de Almacenamiento de Agua de Recolección de Condensado,Horario de Temperatura Punto de Consigna del Compresor,Calendrier de température de consigne du compresseur,Calendrier de température de consigne du compresseur,Y,
Compressor Setpoint Temperature Schedule Name,Inventario de Refrigerante en Tuberías de Condensado,Nombre de la Programación de Temperatura de Consigna del Compresor,Nom de l'horaire de température de consigne du compresseur,Nom de la courbe de température de consigne du compresseur,Y,Y
Compressor Speed,Inventario de Refrigerante del Receptor de Condensado,Velocidad del Compresor,Vitesse du compresseur,Vitesse du Compresseur,Y,Y
CompressorList Name,Desplazamiento del Punto de Rocío para Control de Condensación,Nombre de Lista de Compresores,Nom de la liste de compresseurs,Nom de la liste de compresseurs,Y,
Compute Step,Tipo de Control de Condensación,Paso de Cálculo,Étape de calcul,Pas de calcul,Y,Y
Condensate Collection Water Storage Tank,Fracción de Caudal de Aire del Condensador,Tanque de Almacenamiento de Agua de Drenaje de Condensación,Réservoir de stockage d'eau de collecte des condensats,Réservoir de stockage de l'eau de condensation,Y,Y
Condensate Collection Water Storage Tank Name,Factor de Dimensionamiento del Flujo de Aire del Condensador,Nombre del Tanque de Almacenamiento de Agua para Recolección de Condensado,Nom du réservoir de stockage d'eau de collecte des condensats,Nom du réservoir de stockage d'eau pour collecte de condensat,Y,Y
Condensate Piping Refrigerant Inventory,Nodo de Entrada de Aire del Condensador,Inventario de Refrigerante en Tuberías de Condensado,Inventaire de Réfrigérant dans la Tuyauterie de Condensat,Inventaire de réfrigérant dans la tuyauterie de condensation,Y,Y
Condensate Receiver Refrigerant Inventory,Nombre del Nodo de Entrada de Aire del Condensador,Inventario de Refrigerante en el Receptor de Condensados,Inventaire de Frigorigène du Récepteur de Condensats,Inventaire de Réfrigérant du Récepteur de Condensat,Y,Y
Condensation Control Dewpoint Offset,Nodo de Salida de Aire del Condensador,Desplazamiento del Punto de Rocío para Control de Condensación,Décalage du point de rosée pour le contrôle de la condensation,Décalage du point de rosée pour contrôle de condensation,Y,Y
Condensation Control Type,Ubicación Inferior del Condensador,Tipo de Control de Condensación,Type de contrôle de condensation,Type de contrôle de condensation,Y,
Condenser Air Flow Rate Fraction,Caudal de Aire de Diseño del Condensador,Fracción de Caudal de Aire del Condensador,Fraction du débit d'air du condenseur,Fraction du Débit d'Air du Condenseur,Y,Y
Condenser Air Flow Sizing Factor,Nombre de Curva de Función de Potencia del Ventilador del Condensador en Función de Temperatura,Factor de Dimensionamiento del Flujo de Aire del Condensador,Facteur de dimensionnement du débit d'air du condenseur,Facteur de dimensionnement du débit d'air du condenseur,Y,
Condenser Air Inlet Node,Tipo de Control de Velocidad del Ventilador del Condensador,Nodo de Entrada de Aire del Condensador,Nœud d'entrée d'air du condenseur,Nœud d'entrée d'air du condenseur,Y,
Condenser Air Inlet Node Name,Control de Flujo del Condensador,Nombre del Nodo de Entrada de Aire del Condensador,Nom du nœud d'entrée d'air du condenseur,Nom du nœud d'entrée d'air du condenseur,Y,
Condenser Air Outlet Node,Fracción de Capacidad Relativa de Recuperación de Calor del Condensador,Nodo de Salida de Aire del Condensador,Nœud de sortie d'air du condenseur,Nœud de sortie d'air du condenseur,Y,
Condenser Bottom Location,Nodo de Entrada del Condensador,Ubicación del Fondo del Condensador,Emplacement inférieur du condenseur,Distance du fond du réservoir au fond du condenseur enrobé,Y,Y
Condenser Design Air Flow Rate,Nombre del Nodo de Entrada del Condensador,Caudal de Aire de Diseño del Condensador,Débit d'air de conception du condenseur,Débit d'air de conception du condenseur,Y,
Condenser Fan Power Function of Temperature Curve Name,Límite Inferior de Temperatura de Entrada del Condensador,Nombre de la Curva de Potencia del Ventilador del Condensador en Función de la Temperatura,Nom de la courbe de la fonction puissance du ventilateur du condenseur en fonction de la température,Nom de la courbe de puissance du ventilateur de condenseur en fonction de la température,Y,Y
Condenser Fan Power Ratio,Relación de Potencia del Ventilador del Condensador,Relación de Potencia del Ventilador del Condensador,Ratio de Puissance du Ventilateur de Condenseur,Rapport de Puissance du Ventilateur du Condenseur,,Y
Condenser Fan Speed Control Type,Nombre de Curva de Función de Fracción de Caudal del Bucle del Condensador en Relación a la Carga Parcial del Bucle,Tipo de Control de Velocidad del Ventilador del Condensador,Type de contrôle de la vitesse du ventilateur du condenseur,Type de commande de vitesse du ventilateur du condenseur,Y,Y
Condenser Flow Control,Caudal Máximo Solicitado del Condensador,Control de Flujo del Condensador,Contrôle du débit du condenseur,Contrôle du débit du condenseur,Y,
Condenser Heat Recovery Relative Capacity Fraction,Fracción Mínima de Flujo del Condensador,Fracción de Capacidad Relativa de Recuperación de Calor del Condensador,Fraction de capacité relative de récupération de chaleur du condenseur,Fraction de Capacité Relative de Récupération de Chaleur du Condenseur,Y,Y
Condenser Inlet Node,Nodo de Salida del Condensador,Nodo de Entrada del Condensador,Nœud d'Entrée du Condenseur,Nœud d'entrée du condenseur,Y,Y
Condenser Inlet Node Name,Nombre del Nodo de Salida del Condensador,Nombre del Nodo de Entrada del Condensador,Nom du nœud d'entrée du condenseur,Nom du Nœud d'Entrée du Condenseur,Y,Y
Condenser Inlet Temperature Lower Limit,Bomba del Condensador Calor Incluido en Capacidad de Calefacción Nominal y COP Nominal,Límite Inferior de Temperatura de Entrada del Condensador,Limite inférieure de la température à l'entrée du condenseur,Limite inférieure de température d'eau à l'entrée du condenseur,Y,Y
Condenser Loop Flow Rate Fraction Function of Loop Part Load Ratio Curve Name,Potencia de la Bomba del Condensador Incluida en COP Nominal,Nombre de Curva de Fracción de Flujo de Agua de Condensador en Función de Ratio de Carga Parcial del Circuito,Nom de la courbe de fraction du débit de boucle condenseur en fonction du rapport de charge partielle de la boucle,Nom de la courbe : Fraction du débit de la boucle de condenseur en fonction du ratio de charge partielle de la boucle,Y,Y
Condenser Maximum Requested Flow Rate,Inventario de Carga Refrigerante Operativa del Condensador,Caudal Máximo Solicitado del Condensador,Débit maximal demandé du condenseur,Débit Maximum Demandé du Condenseur,Y,Y
Condenser Minimum Flow Fraction,Ubicación Superior del Condensador,Fracción de Flujo Mínimo del Condensador,Fraction de débit minimal du condenseur,Fraction de débit minimum du condenseur,Y,Y
Condenser Outlet Node,Flujo de Agua de Condensador,Nodo de Salida del Condensador,Nœud de sortie du condenseur,Nœud de sortie du condenseur,Y,
Condenser Outlet Node Name,Nodo de Entrada de Agua de Condensador,Nombre del Nodo de Salida del Condensador,Nom du nœud de sortie du condenseur,Nom du Nœud de Sortie du Condenseur,Y,Y
Condenser Pump Heat Included in Rated Heating Capacity and Rated COP,Nombre del Nodo de Entrada de Agua de Condensador,Calor de Bomba de Condensador Incluido en Capacidad de Calefacción Nominal y COP Nominal,Chaleur de la pompe du condenseur incluse dans la capacité de chauffage nominale et le COP nominal,Chaleur de la pompe du condenseur incluse dans la capacité de chauffage nominale et le COP nominal,Y,
Condenser Pump Power Included in Rated COP,Nodo de Salida de Agua del Condensador,Potencia de Bomba del Condensador Incluida en COP Nominal,Puissance de la pompe du condenseur incluse dans le COP nominal,Puissance de la pompe du condenseur incluse dans le COP nominal,Y,
Condenser Refrigerant Operating Charge Inventory,Nombre del Nodo de Salida de Agua del Condensador,Inventario de Carga Refrigerante Operativo del Condensador,Inventaire de charge de réfrigérant en fonctionnement du condenseur,Inventaire de charge frigorifique en fonctionnement du condenseur,Y,Y
Condenser Top Location,Potencia de la Bomba de Agua del Condensador,Ubicación Superior del Condensador,Emplacement du Haut du Condenseur,Distance de la base du réservoir au haut du condenseur,Y,Y
Condenser Type,Tipo de Condensador,Tipo de Condensador,Type de condenseur,Type de Condenseur,,Y
Condenser Water Flow Rate,Zona del Condensador,Caudal de Agua del Condensador,Débit d'eau du condenseur,Débit d'eau au condenseur,Y,Y
Condenser Water Inlet Node,Tipo de Control de Temperatura de Condensación,Nodo de Entrada de Agua del Condensador,Nœud d'entrée d'eau du condenseur,Nœud d'entrée d'eau de condenseur,Y,Y
Condenser Water Inlet Node Name,Conductividad,Nombre del Nodo de Entrada de Agua del Condensador,Nom du nœud d'entrée d'eau du condenseur,Nom du nœud d'entrée d'eau du condenseur,Y,
Condenser Water Outlet Node,Coeficiente de Conductividad A,Nodo de Salida de Agua del Condensador,Nœud de sortie de l'eau du condenseur,Nœud de sortie eau condenseur,Y,Y
Condenser Water Outlet Node Name,Coeficiente B de Conductividad,Nombre del Nodo de Salida de Agua del Condensador,Nom du nœud de sortie d'eau du condenseur,Nom du nœud de sortie d'eau du condenseur,Y,
Condenser Water Pump Power,Coeficiente de Conductividad C,Potencia de la Bomba de Agua del Condensador,Puissance de la pompe d'eau de condenseur,Puissance de la pompe d'eau du condenseur,Y,Y
Condenser Zone,Conductividad del Suelo Seco,Zona del Condensador,Zone du condenseur,Zone du condenseur,Y,
Condensing Temperature Control Type,Material del Conductor,Tipo de Control de Temperatura de Condensación,Type de Contrôle de la Température de Condensation,Type de Contrôle de la Température de Condensation,Y,
Conductivity,Nombre de Lista de Conectores,Conductividad térmica,Conductivité,Conductivité thermique,Y,Y
Conductivity Coefficient A,Considerar Pérdida de Transformador para Costo de Servicios,Coeficiente A de Conductividad,Coefficient de conductivité A,Coefficient A de conductivité thermique,Y,Y
Conductivity Coefficient B,Tasa de Pérdida de Calor Constante a Través de la Envoltura,Coeficiente B de Conductividad,Coefficient de Conductivité B,Coefficient B de conductivité,Y,Y
Conductivity Coefficient C,Hora de Inicio Constante,Coeficiente C de Conductividad,Coefficient de conductivité C,Coefficient de conductivité C,Y,
Conductivity of Dry Soil,Temperatura Constante,Conductividad del Suelo Seco,Conductivité du sol sec,Conductivité du sol sec,Y,
Conductor Material,Coeficiente de Temperatura Constante,Material del Conductor,Matériau du conducteur,Matériau conducteur,Y,Y
Connector List Name,Gradiente de Temperatura Constante durante Enfriamiento,Nombre de Lista de Conectores,Nom de la liste de connecteurs,Nom de la liste de connecteurs,Y,
Consider Transformer Loss for Utility Cost,Gradiente de Temperatura Constante durante Calefacción,Considerar Pérdida de Transformador para Costo de Servicios,Tenir compte de la perte du transformateur pour le coût d'électricité,Considérer la perte du transformateur pour le coût de l'électricité,Y,Y
Constant Minimum Air Flow Fraction,Fracción de Caudal Mínimo de Aire Constante,Fracción de Flujo de Aire Mínimo Constante,Fraction constante de débit d'air minimum,Fraction d'air minimum constant,Y,Y
Constant Skin Loss Rate,Nombre de Programa de Temperatura Constante,Tasa de Pérdida Térmica Constante en la Piel,Taux de perte thermique constant à la surface,Débit de perte calorifique constant de la surface,Y,Y
Constant Start Time,Fracción Molar del Constituyente,Hora de Inicio Constante,Heure de démarrage constante,Heure de Démarrage Constante,Y,Y
Constant Temperature,Nombre del Componente,Temperatura Constante,Température Constante,Température Constante,Y,
Constant Temperature Coefficient,Construcción,Coeficiente de Temperatura Constante,Coefficient de Température Constant,Coefficient de Température Constant,Y,
Constant Temperature Gradient during Cooling,Nombre de Construcción,Gradiente de Temperatura Constante durante Enfriamiento,Gradient de température constant pendant le refroidissement,Gradient de Température Constant lors du Refroidissement,Y,Y
Constant Temperature Gradient during Heating,Nombre del Objeto de Construcción,Gradiente de Temperatura Constante durante Calefacción,Gradient de Température Constant pendant le Chauffage,Gradient de Température Constant en Chauffage,Y,Y
Constant Temperature Schedule Name,Estándar de Construcción,Nombre de Programa de Temperatura Constante,Nom de l'horaire à température constante,Nom de l'Horaire à Température Constante,Y,Y
Constant Term Coefficient,Coeficiente del Término Constante,Coeficiente de Término Constante,Coefficient du terme constant,Coefficient du Terme Constant,Y,Y
Constituent Molar Fraction,Fuente de Norma de Construcción,Fracción Molar del Constituyente,Fraction molaire du constituant,Fraction molaire du constituant,Y,
Constituent Name,Construcción con Nombre de Sombreado,Nombre del Constituyente,Nom du constituant,Nom du constituant,Y,
Construction,Unidad de Consumo,Construcción,Construction,Construction,Y,
Construction Name,Factor de Conversión de Unidad de Consumo,Nombre de la Construcción,Nom de la construction,Nom de la construction,Y,
Construction Object Name,Contingencia,Nombre del Objeto de Construcción,Nom de l'objet Construction,Nom de l'objet Construction,Y,
Construction Standard,Tarifa del Contratista,Estándar de Construcción,Norme de construction,Construction Standard,Y,Y
Construction Standard Source,Algoritmo de Control,Fuente de Construcción Estándar,Source de norme de construction,Source de Norme de Construction,Y,Y
Construction with Shading Name,Control Para Aire Exterior,Nombre de Construcción con Sombreado,Construction avec nom d'ombrage,Nom de la Construction avec Protection,Y,Y
Consumption Unit,Control de la Humedad Interior Alta Basado en la Relación de Humedad Exterior,Unidad de Consumo,Unité de consommation,Unité de consommation,Y,
Consumption Unit Conversion Factor,Método de Control,Factor de Conversión de Unidades de Consumo,Facteur de conversion d'unité de consommation,Facteur de conversion de l'unité de consommation,Y,Y
Contingency,Nombre del Objeto de Control,Contingencia,Contingence,Marge de sécurité,Y,Y
Contractor Fee,Tipo de Objeto de Control,Tarifa del Contratista,Frais d'entrepreneur,Frais d'entrepreneur,Y,
